x,y,group
30,20,A
26,64,A
52,26,A
3,29,A
43,23,A
168,20,A
172,55,A
144,70,A
179,39,A
170,39,A
30,44,A
119,64,A
194,18,A
178,45,A
99,42,A
196,57,A
168,34,A
180,39,A
179,39,A
168,20,A
30,20,A
28,46,A
119,20,A
134,42,A
168,20,A
175,3,A
157,76,A
168,64,A
172,26,A
99,42,A
170,79,A
177,52,A
120,21,A
52,9,A
185,37,A
99,42,A
42,3,A
155,29,A
5,36,A
44,32,A
30,20,A
23,4,A
99,42,A
27,30,A
27,81,A
17,42,A
12,61,A
18,43,A
99,42,A
18,77,A
34,82,A
119,64,A
186,8,A
33,81,A
180,66,A
181,12,A
132,70,A
157,67,A
79,64,A
63,16,A
30,20,A
100,18,A
41,25,A
24,49,A
3,32,A
75,3,A
78,16,A
98,46,A
30,20,A
30,20,A
9,63,A
33,46,A
30,64,A
168,20,A
57,38,A
79,64,A
8,33,A
170,53,A
138,59,A
164,47,A
176,36,A
142,72,A
142,75,A
53,73,A
168,20,A
172,44,A
38,4,A
58,75,A
29,58,A
157,58,A
168,20,A
3,26,A
181,48,A
168,31,A
194,34,A
19,59,A
54,75,A
30,64,A
25,47,A
99,42,A
30,20,A
30,20,A
179,34,A
182,35,A
173,43,A
168,20,A
92,17,A
194,40,A
195,39,A
153,42,A
192,14,A
155,37,A
144,16,A
34,45,A
30,64,A
84,23,A
31,79,A
135,52,A
174,46,A
165,52,A
151,70,A
168,64,A
44,50,A
15,77,A
30,64,A
168,20,A
157,67,A
197,43,A
3,61,A
191,21,A
19,35,A
18,39,A
30,20,A
25,61,A
15,35,A
63,75,A
185,30,A
84,80,A
21,5,A
78,7,A
66,11,A
118,3,A
30,20,A
30,20,A
75,44,A
43,4,A
99,42,A
143,64,A
196,24,A
17,40,A
51,34,A
111,80,A
168,64,A
148,52,A
161,44,A
120,49,A
148,80,A
177,50,A
179,32,A
33,21,A
179,36,A
99,42,A
99,42,A
165,67,A
85,63,A
152,17,A
194,65,A
165,42,A
162,57,A
119,20,A
30,64,A
57,43,A
65,5,A
6,43,A
23,9,A
28,54,A
47,0,A
174,44,A
178,9,A
193,15,A
168,64,A
131,66,A
43,56,A
30,64,A
35,60,A
173,58,A
178,32,A
51,75,A
56,35,A
26,59,A
30,64,A
79,64,A
60,6,A
27,3,A
35,72,A
17,36,A
30,63,A
132,36,A
22,60,A
30,64,A
50,37,A
31,66,A
59,16,A
35,66,A
99,42,A
37,18,A
27,27,A
30,20,A
40,31,A
21,45,A
21,38,A
30,20,A
0,41,A
39,44,A
4,21,A
12,18,A
175,53,A
151,65,A
107,79,A
173,25,A
186,7,A
135,72,A
16,69,A
17,33,A
30,20,A
144,24,A
174,29,A
180,50,A
175,31,A
20,34,A
1,34,A
63,24,A
32,22,A
30,20,A
25,82,A
22,74,A
30,64,A
58,38,A
30,20,A
30,20,A
26,47,A
30,64,A
22,39,A
99,42,A
45,68,A
83,2,A
119,20,A
28,37,A
99,42,A
160,63,A
8,73,A
30,20,A
56,3,A
82,21,A
2,25,A
60,39,A
30,20,A
25,43,A
17,43,A
28,54,A
30,64,A
115,2,A
57,67,A
119,64,A
113,4,A
61,70,A
30,64,A
27,54,A
24,41,A
30,64,A
45,16,A
10,11,A
40,55,A
177,53,A
178,48,A
133,71,A
65,73,A
30,20,A
55,13,A
143,18,A
25,4,A
5,50,A
119,64,A
1,45,A
28,53,A
30,64,A
0,56,A
62,16,A
144,27,A
61,40,A
142,68,A
165,38,A
181,22,A
172,40,A
99,42,A
165,44,A
169,45,A
183,38,A
99,42,A
194,46,A
5,58,A
175,37,A
146,63,A
171,49,A
149,15,A
1,36,A
168,35,A
28,50,A
40,61,A
173,57,A
81,83,A
14,41,A
55,66,A
34,57,A
99,42,A
70,74,A
128,19,A
149,64,A
168,64,A
124,77,A
141,82,A
150,44,A
131,41,A
168,64,A
25,38,A
99,42,A
139,67,A
69,82,A
168,20,A
99,42,A
142,31,A
171,29,A
168,20,A
165,21,A
164,24,A
179,42,A
143,70,A
145,3,A
191,18,A
63,66,A
30,64,A
24,43,A
46,3,A
137,69,A
150,83,A
168,20,A
147,6,A
30,20,A
143,79,A
163,77,A
166,22,A
43,43,A
1,27,A
46,17,A
30,20,A
99,42,A
90,2,A
23,36,A
1,52,A
4,48,A
30,64,A
28,49,A
175,34,A
22,35,A
171,41,A
